k,type,score,label
2,Kmeans,0.247059,1
2,Kmeans,0.2086,0
2,Kmeans,0.161204,1
2,Kmeans,0.044217,0
2,Kmeans,0.457717,1
2,Kmeans,0.447124,1
2,Kmeans,0.50121,1
2,Kmeans,0.196472,0
2,Kmeans,0.130085,0
2,Kmeans,0.463124,1
2,Kmeans,0.224603,0
2,Kmeans,0.429356,1
2,Kmeans,0.403956,1
2,Kmeans,0.522474,1
2,Kmeans,-0.094461,0
2,Kmeans,0.470246,1
2,Kmeans,0.111129,0
2,Kmeans,0.491783,1
2,Kmeans,-0.068526,0
2,Kmeans,0.146569,1
2,Kmeans,0.155889,0
2,Kmeans,0.309055,0
2,Kmeans,0.234199,1
2,Kmeans,0.505385,1
2,Kmeans,0.40834,1
2,Kmeans,0.247834,0
2,Kmeans,0.427566,1
2,Kmeans,0.446002,1
2,Kmeans,-0.102742,0
2,Kmeans,0.152329,1
2,Kmeans,0.336368,1
2,Kmeans,0.470373,1
2,Kmeans,0.101312,0
2,Kmeans,0.190014,0
2,Kmeans,0.023623,0
2,Kmeans,0.141462,0
2,Kmeans,-0.080893,0
2,Kmeans,-0.07231,0
2,Kmeans,0.145869,0
2,Kmeans,0.379066,1
2,Kmeans,-0.083004,0
2,Kmeans,0.067361,1
2,Kmeans,0.202783,0
2,Kmeans,0.244903,1
2,Kmeans,0.183198,1
2,Kmeans,0.218367,0
2,Kmeans,0.460958,1
2,Kmeans,0.196571,0
2,Kmeans,0.246964,1
2,Kmeans,0.067174,0
2,Kmeans,0.528479,1
2,Kmeans,0.380427,1
2,Kmeans,0.197463,0
2,Kmeans,-0.003794,0
2,Kmeans,0.472638,1
2,Kmeans,0.043093,0
2,Kmeans,0.281717,1
2,Kmeans,0.269337,1
2,Kmeans,0.503481,1
2,Kmeans,0.300792,1
2,Kmeans,0.240854,0
2,Kmeans,0.137991,0
2,Kmeans,0.239717,1
2,Kmeans,0.488343,1
2,Kmeans,0.34444,1
2,Kmeans,0.30051,0
2,Kmeans,0.476426,1
2,Kmeans,0.30461,1
2,Kmeans,-0.034995,0
2,Kmeans,0.164104,0
2,Kmeans,0.503042,1
2,Kmeans,0.312695,0
2,Kmeans,0.414589,1
2,Kmeans,0.079477,0
2,Kmeans,0.500536,1
2,Kmeans,0.076919,0
2,Kmeans,0.219866,0
2,Kmeans,0.073754,0
2,Kmeans,0.491125,1
2,Kmeans,-0.103606,0
2,Kmeans,0.230054,1
2,Kmeans,0.414018,1
2,Kmeans,0.459242,1
2,Kmeans,0.459879,1
2,Kmeans,0.474152,1
2,Kmeans,0.122327,0
2,Kmeans,0.422515,1
2,Kmeans,0.170069,0
2,Kmeans,0.516375,1
2,Kmeans,0.255167,0
2,Kmeans,-0.062942,0
2,Kmeans,-0.028302,0
2,Kmeans,0.120941,1
2,Kmeans,0.47408,1
2,Kmeans,0.194199,0
2,Kmeans,0.28503,1
2,Kmeans,-0.055757,0
2,Kmeans,0.0719,0
2,Kmeans,-0.037164,0
2,Kmeans,0.48023,1
2,Kmeans,0.505457,1
2,Kmeans,0.288317,1
2,Kmeans,0.216078,1
2,Kmeans,0.498175,1
2,Kmeans,0.241408,0
2,Kmeans,0.522068,1
2,Kmeans,0.367689,1
2,Kmeans,-0.045488,0
2,Kmeans,0.352859,1
2,Kmeans,0.499996,1
2,Kmeans,0.346714,1
2,Kmeans,0.316254,1
2,Kmeans,0.259762,0
2,Kmeans,0.065489,0
2,Kmeans,0.480191,1
2,Kmeans,0.093844,0
2,Kmeans,0.174879,0
2,Kmeans,0.301504,1
2,Kmeans,0.109191,0
2,Kmeans,0.2231,1
2,Kmeans,0.068698,0
2,Kmeans,0.190863,1
2,Kmeans,0.296964,1
2,Kmeans,0.257144,1
2,Kmeans,0.40208,1
2,Kmeans,0.514683,1
2,Kmeans,0.19448,0
2,Kmeans,0.331133,0
2,Kmeans,0.10757,0
2,Kmeans,-0.148519,0
2,Kmeans,-0.077333,0
2,Kmeans,0.285276,1
2,Kmeans,0.233278,0
2,Kmeans,0.351917,1
2,Kmeans,0.153228,0
2,Kmeans,0.521025,1
2,Kmeans,0.233679,1
2,Kmeans,0.115914,0
2,Kmeans,0.533626,1
2,Kmeans,0.35442,1
2,Kmeans,0.160319,0
2,Kmeans,0.037707,0
2,Kmeans,0.288717,0
2,Kmeans,0.074967,0
2,Kmeans,-0.118059,0
2,Kmeans,0.279662,0
2,Kmeans,0.098255,0
2,Kmeans,0.509392,1
2,Kmeans,-0.170132,0
2,Kmeans,0.254274,1
2,Kmeans,0.000911,0
2,Kmeans,0.008468,0
2,Kmeans,0.435591,1
2,Kmeans,0.520459,1
2,Kmeans,-0.059363,0
2,Kmeans,0.21792,0
2,Kmeans,0.104061,0
2,Kmeans,0.283158,0
2,Kmeans,-0.11157,0
2,Kmeans,0.46548,1
2,Kmeans,0.452965,1
2,Kmeans,0.148526,1
2,Kmeans,0.525978,1
2,Kmeans,0.441719,1
2,Kmeans,0.143555,0
2,Kmeans,0.263311,1
2,Kmeans,0.479026,1
2,Kmeans,0.181921,0
2,Kmeans,0.462894,1
2,Kmeans,0.372537,1
2,Kmeans,0.477852,1
2,Kmeans,0.273163,1
2,Kmeans,0.313686,1
2,Kmeans,0.289465,0
2,Kmeans,0.034358,0
2,Kmeans,0.525195,1
2,Kmeans,-0.043121,0
2,Kmeans,0.244835,1
2,Kmeans,0.536705,1
2,Kmeans,-0.100595,0
2,Kmeans,0.383681,1
2,Kmeans,0.118149,0
2,Kmeans,0.468346,1
2,Kmeans,0.530681,1
2,Kmeans,0.492182,1
2,Kmeans,0.459474,1
2,Kmeans,0.446913,1
2,Kmeans,0.338236,1
2,Kmeans,0.11579,0
2,Kmeans,0.217246,1
2,Kmeans,0.049443,0
2,Kmeans,0.01436,0
2,Kmeans,0.07607,0
2,Kmeans,0.028432,0
2,Kmeans,-0.093747,0
2,Kmeans,0.062718,0
2,Kmeans,0.152948,0
2,Kmeans,0.053024,0
2,Kmeans,0.185041,1
2,Kmeans,0.415861,1
2,Kmeans,0.487024,1
2,Kmeans,0.232745,1
2,Kmeans,0.34711,1
2,Kmeans,0.189758,1
2,Kmeans,0.152748,0
2,Kmeans,-0.09478,0
2,Kmeans,0.321696,0
2,Kmeans,0.469204,1
2,GMM,-0.102908,0
2,GMM,0.465649,1
2,GMM,0.482503,1
2,GMM,-0.027985,0
2,GMM,0.407849,1
2,GMM,-0.012835,0
2,GMM,0.365176,1
2,GMM,0.432871,1
2,GMM,0.061204,1
2,GMM,-0.01735,0
2,GMM,0.245883,0
2,GMM,0.158028,0
2,GMM,0.322696,1
2,GMM,0.106681,1
2,GMM,0.236038,0
2,GMM,0.010744,0
2,GMM,0.302852,1
2,GMM,0.233223,0
2,GMM,0.260689,1
2,GMM,0.301656,0
2,GMM,0.170585,0
2,GMM,0.228992,1
2,GMM,0.377224,1
2,GMM,0.436348,1
2,GMM,0.477799,1
2,GMM,0.194042,1
2,GMM,-0.032387,0
2,GMM,0.146229,0
2,GMM,0.306259,1
2,GMM,0.358428,1
2,GMM,0.337915,1
2,GMM,0.061019,1
2,GMM,-0.163259,0
2,GMM,0.288622,0
2,GMM,0.38878,1
2,GMM,0.450522,1
2,GMM,0.323029,1
2,GMM,0.254248,1
2,GMM,0.095513,0
2,GMM,0.129682,0
2,GMM,-0.083789,0
2,GMM,0.408405,1
2,GMM,0.213753,0
2,GMM,0.210246,0
2,GMM,0.1025,0
2,GMM,-0.326688,0
2,GMM,0.421098,1
2,GMM,0.158905,0
2,GMM,0.013926,0
2,GMM,0.219234,0
2,GMM,0.489811,1
2,GMM,0.197271,1
2,GMM,0.137487,0
2,GMM,0.501642,1
2,GMM,0.11599,1
2,GMM,0.060736,0
2,GMM,0.228336,0
2,GMM,0.122029,0
2,GMM,0.134332,0
2,GMM,0.158669,0
2,GMM,0.450627,1
2,GMM,-0.045005,0
2,GMM,0.195346,0
2,GMM,-0.222781,0
2,GMM,0.288763,1
2,GMM,0.369157,1
2,GMM,0.061632,0
2,GMM,0.017877,0
2,GMM,0.289455,1
2,GMM,0.436582,1
2,GMM,0.436023,1
2,GMM,0.0782,1
2,GMM,0.37538,1
2,GMM,-0.168237,0
2,GMM,0.454818,1
2,GMM,0.492963,1
2,GMM,0.282162,1
2,GMM,0.105164,0
2,GMM,0.159286,1
2,GMM,-0.001545,0
2,GMM,-0.092496,0
2,GMM,0.421333,1
2,GMM,0.229406,1
2,GMM,-0.373345,0
2,GMM,0.401562,1
2,GMM,0.13121,0
2,GMM,-0.046302,0
2,GMM,0.028378,0
2,GMM,0.30791,1
2,GMM,0.421093,1
2,GMM,0.014782,0
2,GMM,0.385361,1
2,GMM,0.124819,0
2,GMM,0.256345,0
2,GMM,-0.220077,0
2,GMM,0.01013,0
2,GMM,0.111359,0
2,GMM,0.281109,0
2,GMM,0.417172,1
2,GMM,-0.087729,0
2,GMM,0.182082,1
2,GMM,0.245139,0
2,GMM,0.313902,1
2,GMM,-0.252598,0
2,GMM,0.427214,1
2,GMM,0.439226,1
2,GMM,0.363301,1
2,GMM,0.203064,0
2,GMM,-0.062618,0
2,GMM,0.234148,0
2,GMM,0.263628,0
2,GMM,0.426412,1
2,GMM,0.412225,1
2,GMM,0.453873,1
2,GMM,0.408855,1
2,GMM,0.206982,1
2,GMM,0.492329,1
2,GMM,0.292094,1
2,GMM,0.395007,1
2,GMM,0.304347,1
2,GMM,-0.104751,0
2,GMM,-0.144423,0
2,GMM,0.198693,1
2,GMM,-0.124296,0
2,GMM,0.422795,1
2,GMM,0.199208,0
2,GMM,-0.02026,0
2,GMM,0.432283,1
2,GMM,0.050339,0
2,GMM,0.056601,0
2,GMM,0.310575,1
2,GMM,0.186816,0
2,GMM,0.401402,1
2,GMM,0.363265,1
2,GMM,-0.241201,0
2,GMM,0.391066,1
2,GMM,0.329189,1
2,GMM,0.286962,1
2,GMM,0.41795,1
2,GMM,0.378062,1
2,GMM,-0.181248,0
2,GMM,0.371457,1
2,GMM,0.221261,0
2,GMM,-0.285118,0
2,GMM,0.205969,1
2,GMM,0.19836,1
2,GMM,0.374133,1
2,GMM,0.280856,0
2,GMM,0.246649,0
2,GMM,0.214196,0
2,GMM,0.089311,0
2,GMM,0.147131,0
2,GMM,0.28912,1
2,GMM,0.398125,1
2,GMM,0.020452,0
2,GMM,-0.00761,0
2,GMM,-0.09259,0
2,GMM,0.248063,0
2,GMM,0.341269,1
2,GMM,0.462291,1
2,GMM,0.17409,1
2,GMM,0.357571,1
2,GMM,0.226351,1
2,GMM,0.050875,0
2,GMM,0.41914,1
2,GMM,0.398116,1
2,GMM,0.115242,0
2,GMM,-0.128303,0
2,GMM,0.10381,0
2,GMM,0.264147,1
2,GMM,0.037729,0
2,GMM,0.428837,1
2,GMM,0.386022,1
2,GMM,0.406063,1
2,GMM,0.175731,0
2,GMM,0.019274,0
2,GMM,0.399725,1
2,GMM,0.193962,0
2,GMM,0.290875,1
2,GMM,0.43724,1
2,GMM,0.438499,1
2,GMM,0.005967,0
2,GMM,0.469396,1
2,GMM,0.207354,0
2,GMM,0.494283,1
2,GMM,-0.023038,0
2,GMM,0.02562,0
2,GMM,-0.027231,0
2,GMM,0.284984,0
2,GMM,0.297936,1
2,GMM,0.420289,1
2,GMM,0.39739,1
2,GMM,0.211058,0
2,GMM,0.373314,1
2,GMM,0.356501,1
2,GMM,-0.02041,0
2,GMM,-0.058049,0
2,GMM,-0.206259,0
2,GMM,0.378522,1
2,GMM,0.109639,0
2,GMM,0.149248,0
2,GMM,0.099474,1
2,GMM,0.07546,0
2,GMM,-0.02254,0
2,GMM,-0.039086,0
2,GMM,0.21483,0
2,GMM,0.370999,1
2,GMM,-0.05394,0
2,GMM,0.031983,0
2,GMM,0.041872,0
2,GMM,-0.093118,0
2,GMM,-0.061119,0
2,GMM,0.135607,0
2,GMM,0.403804,1
2,GMM,0.012356,0
2,GMM,0.277867,1
2,GMM,0.155598,0
2,GMM,0.484406,1
2,GMM,0.373773,1
2,GMM,0.021827,0
2,GMM,0.135831,1
2,GMM,0.442517,1
2,GMM,0.110799,0
2,GMM,-0.209788,0
2,GMM,0.324965,1
2,GMM,0.424853,1
2,GMM,-0.162941,0
2,GMM,0.205346,0
2,GMM,0.084759,1
2,GMM,-0.20391,0
2,GMM,0.450386,1
2,GMM,0.338969,1
2,GMM,0.285169,0
2,GMM,0.441722,1
2,GMM,-0.198347,0
2,GMM,0.103096,0
2,GMM,0.109602,0
2,GMM,0.445314,1
2,GMM,0.272373,0
2,GMM,0.387423,1
2,GMM,-0.091082,0
2,GMM,0.415651,1
2,GMM,-0.024034,0
2,GMM,0.266986,0
2,GMM,0.00471,0
2,GMM,0.398135,1
2,GMM,-0.110008,0
2,GMM,-0.190968,0
2,GMM,0.274629,1
2,GMM,0.462601,1
2,GMM,0.465772,1
2,GMM,0.380965,1
2,GMM,0.014549,0
2,GMM,0.39716,1
2,GMM,0.172795,0
2,GMM,0.443242,1
2,GMM,0.139466,0
2,GMM,-0.070218,0
2,GMM,0.026242,0
2,GMM,0.210153,1
2,GMM,0.362298,1
2,GMM,0.166116,0
2,GMM,0.352893,1
2,GMM,-0.003115,0
2,GMM,0.068095,0
2,GMM,0.221533,1
2,GMM,0.474237,1
2,GMM,0.424206,1
2,GMM,0.292309,1
2,GMM,0.229213,1
2,GMM,0.420617,1
2,GMM,0.093512,0
2,GMM,0.504699,1
2,GMM,0.367514,1
2,GMM,-0.05084,0
2,GMM,-0.239556,0
2,GMM,0.415317,1
2,GMM,0.410151,1
2,GMM,-0.131109,0
2,GMM,0.296043,0
2,GMM,0.035689,1
2,GMM,0.394627,1
2,GMM,0.109376,1
2,GMM,0.050369,0
2,GMM,-0.156545,0
2,GMM,0.089209,0
2,GMM,-0.163621,0
2,GMM,0.0398,0
2,GMM,0.315952,1
2,GMM,-0.2482,0
2,GMM,-0.122484,0
2,GMM,0.379893,1
2,GMM,0.49358,1
2,GMM,0.091848,0
2,GMM,0.263452,0
2,GMM,0.042882,0
2,GMM,-0.040637,0
2,GMM,0.144003,1
2,GMM,-0.280045,0
2,GMM,0.105928,0
2,GMM,0.372207,1
2,GMM,0.116135,0
2,GMM,0.471515,1
2,GMM,0.149644,1
2,GMM,0.212407,0
2,GMM,0.490434,1
2,GMM,0.414177,1
2,GMM,0.250665,0
2,GMM,0.146756,1
2,GMM,0.251482,0
2,GMM,0.151358,0
2,GMM,0.271873,1
2,GMM,0.267016,0
2,GMM,0.197381,0
2,GMM,0.48024,1
2,GMM,-0.069841,0
2,GMM,-0.162646,0
2,GMM,-0.105563,0
2,GMM,0.086916,0
2,GMM,0.408763,1
2,GMM,0.482097,1
2,GMM,0.178628,1
2,GMM,0.174921,0
2,GMM,0.01272,0
2,GMM,0.197486,0
2,GMM,-0.103312,0
2,GMM,0.462302,1
2,GMM,0.370068,1
2,GMM,0.26098,1
2,GMM,0.46156,1
2,GMM,-0.308997,0
2,GMM,0.186164,0
2,GMM,0.31006,1
2,GMM,0.385318,1
2,GMM,0.1424,0
2,GMM,0.452207,1
2,GMM,0.367659,1
2,GMM,0.470142,1
2,GMM,-0.200435,0
2,GMM,0.370346,1
2,GMM,0.296223,0
2,GMM,-0.06834,0
2,GMM,0.461458,1
2,GMM,0.225716,1
2,GMM,-0.082673,0
2,GMM,0.475906,1
2,GMM,-0.107346,0
2,GMM,0.316508,1
2,GMM,0.14664,0
2,GMM,0.375893,1
2,GMM,0.485525,1
2,GMM,0.438454,1
2,GMM,0.365072,1
2,GMM,0.358093,1
2,GMM,0.41444,1
2,GMM,0.196115,0
2,GMM,-0.043339,0
2,GMM,0.151527,0
2,GMM,0.14901,1
2,GMM,0.149501,0
2,GMM,0.180892,1
2,GMM,-0.040278,0
2,GMM,-0.066212,0
2,GMM,0.048754,1
2,GMM,0.03458,0
2,GMM,0.299391,1
2,GMM,0.40689,1
2,GMM,0.460019,1
2,GMM,-0.118453,0
2,GMM,-0.262402,0
2,GMM,-0.025351,0
2,GMM,-0.039021,0
2,GMM,0.083882,0
2,GMM,0.279719,0
2,GMM,0.42623,1
3,Kmeans,0.256418,0
3,Kmeans,0.516909,1
3,Kmeans,0.541994,1
3,Kmeans,0.065455,2
3,Kmeans,0.499398,1
3,Kmeans,0.302035,0
3,Kmeans,0.245535,1
3,Kmeans,0.460623,1
3,Kmeans,0.25386,0
3,Kmeans,0.040461,2
3,Kmeans,0.455377,2
3,Kmeans,0.140717,0
3,Kmeans,0.324284,1
3,Kmeans,0.188072,0
3,Kmeans,0.01848,0
3,Kmeans,0.066858,2
3,Kmeans,0.38382,1
3,Kmeans,0.377656,2
3,Kmeans,0.180847,1
3,Kmeans,0.282532,2
3,Kmeans,0.382572,2
3,Kmeans,-0.032598,0
3,Kmeans,0.325155,1
3,Kmeans,0.417981,1
3,Kmeans,0.527316,1
3,Kmeans,0.108059,0
3,Kmeans,0.214683,0
3,Kmeans,0.343172,2
3,Kmeans,0.228885,1
3,Kmeans,0.3092,1
3,Kmeans,0.409448,1
3,Kmeans,0.288796,0
3,Kmeans,-0.037821,0
3,Kmeans,0.260772,2
3,Kmeans,0.407027,1
3,Kmeans,0.478226,1
3,Kmeans,0.258406,1
3,Kmeans,0.231545,1
3,Kmeans,0.207599,0
3,Kmeans,0.120067,2
3,Kmeans,0.111783,1
3,Kmeans,0.350843,1
3,Kmeans,-0.012763,0
3,Kmeans,0.385947,2
3,Kmeans,0.256941,0
3,Kmeans,0.361318,1
3,Kmeans,0.455744,1
3,Kmeans,0.348903,2
3,Kmeans,0.22277,2
3,Kmeans,0.280293,2
3,Kmeans,0.554268,1
3,Kmeans,-0.054437,0
3,Kmeans,0.114294,0
3,Kmeans,0.511752,1
3,Kmeans,0.054756,0
3,Kmeans,0.270939,0
3,Kmeans,0.405767,2
3,Kmeans,0.241713,2
3,Kmeans,-0.002084,0
3,Kmeans,0.031742,0
3,Kmeans,0.424551,1
3,Kmeans,-0.022811,2
3,Kmeans,0.381247,2
3,Kmeans,0.140654,1
3,Kmeans,-0.132411,0
3,Kmeans,0.329533,1
3,Kmeans,0.295828,0
3,Kmeans,0.11308,2
3,Kmeans,0.389979,1
3,Kmeans,0.358703,1
3,Kmeans,0.449127,1
3,Kmeans,0.211092,0
3,Kmeans,0.298753,1
3,Kmeans,0.302522,1
3,Kmeans,0.489336,1
3,Kmeans,0.469125,1
3,Kmeans,0.240463,1
3,Kmeans,-0.037549,0
3,Kmeans,-0.051288,0
3,Kmeans,0.07799,0
3,Kmeans,0.19934,1
3,Kmeans,0.423429,1
3,Kmeans,0.118761,0
3,Kmeans,0.44204,1
3,Kmeans,0.399415,1
3,Kmeans,0.208251,2
3,Kmeans,0.262725,0
3,Kmeans,0.128843,2
3,Kmeans,0.364824,1
3,Kmeans,0.319915,1
3,Kmeans,0.141213,2
3,Kmeans,0.412999,1
3,Kmeans,0.011435,0
3,Kmeans,0.356845,2
3,Kmeans,-0.015438,0
3,Kmeans,0.175997,0
3,Kmeans,0.097857,2
3,Kmeans,0.095985,2
3,Kmeans,0.396142,1
3,Kmeans,-0.109636,0
3,Kmeans,0.236261,1
3,Kmeans,0.301253,2
3,Kmeans,0.213143,1
3,Kmeans,0.225846,1
3,Kmeans,0.499545,1
3,Kmeans,0.4675,1
3,Kmeans,0.483408,1
3,Kmeans,0.42199,2
3,Kmeans,0.155647,1
3,Kmeans,0.36281,2
3,Kmeans,0.286053,2
3,Kmeans,0.345061,1
3,Kmeans,0.439735,1
3,Kmeans,0.52238,1
3,Kmeans,0.307985,1
3,Kmeans,0.134272,0
3,Kmeans,0.514794,1
3,Kmeans,0.254194,1
3,Kmeans,0.311982,1
3,Kmeans,0.40758,1
3,Kmeans,0.023883,0
3,Kmeans,0.064362,0
3,Kmeans,0.26366,1
3,Kmeans,0.147401,1
3,Kmeans,0.437557,1
3,Kmeans,0.104292,0
3,Kmeans,0.114924,0
3,Kmeans,0.524745,1
3,Kmeans,0.213031,2
3,Kmeans,0.198679,0
3,Kmeans,0.293519,1
3,Kmeans,0.387025,2
3,Kmeans,0.495797,1
3,Kmeans,0.427503,1
3,Kmeans,-0.052198,0
3,Kmeans,0.433131,1
3,Kmeans,0.282115,1
3,Kmeans,0.176089,1
3,Kmeans,0.288477,1
3,Kmeans,0.488292,1
3,Kmeans,0.257881,1
3,Kmeans,0.40363,1
3,Kmeans,0.398764,2
3,Kmeans,0.385257,1
3,Kmeans,-0.102987,0
3,Kmeans,0.0144,0
3,Kmeans,0.259298,1
3,Kmeans,0.371263,2
3,Kmeans,0.454976,2
3,Kmeans,0.427744,2
3,Kmeans,0.198064,0
3,Kmeans,0.101405,2
3,Kmeans,-0.130157,0
3,Kmeans,0.475927,1
3,Kmeans,0.127753,2
3,Kmeans,0.032497,2
3,Kmeans,0.155127,1
3,Kmeans,0.326937,2
3,Kmeans,0.284067,1
3,Kmeans,0.550876,1
3,Kmeans,0.213409,1
3,Kmeans,0.397457,1
3,Kmeans,0.084814,0
3,Kmeans,0.271613,0
3,Kmeans,0.490558,1
3,Kmeans,0.406615,1
3,Kmeans,0.028394,0
3,Kmeans,-0.011901,0
3,Kmeans,0.190249,2
3,Kmeans,0.13237,1
3,Kmeans,0.244055,2
3,Kmeans,0.465886,1
3,Kmeans,0.435202,1
3,Kmeans,0.504964,1
3,Kmeans,0.352255,2
3,Kmeans,0.126913,0
3,Kmeans,0.46844,1
3,Kmeans,0.177497,0
3,Kmeans,0.357443,1
3,Kmeans,0.431658,1
3,Kmeans,0.511654,1
3,Kmeans,0.038682,2
3,Kmeans,0.497631,1
3,Kmeans,0.301191,2
3,Kmeans,0.507218,1
3,Kmeans,0.229617,0
3,Kmeans,-0.001393,0
3,Kmeans,0.001189,0
3,Kmeans,0.348957,2
3,Kmeans,0.140355,1
3,Kmeans,0.442698,1
3,Kmeans,0.42145,1
3,Kmeans,0.418378,2
3,Kmeans,0.416236,1
3,Kmeans,0.418866,1
3,Kmeans,0.067682,2
3,Kmeans,0.133315,1
3,Kmeans,0.29793,1
3,Kmeans,0.446029,1
3,Kmeans,0.304206,2
3,Kmeans,0.374523,2
3,Kmeans,0.154349,0
3,Kmeans,0.286616,0
3,Kmeans,0.087966,0
3,Kmeans,0.146689,0
3,Kmeans,0.386157,2
3,Kmeans,0.391414,1
3,Kmeans,0.014015,2
3,Kmeans,0.112494,0
3,Kmeans,0.054806,2
3,Kmeans,0.149998,1
3,Kmeans,0.096569,1
3,Kmeans,0.181091,0
3,Kmeans,0.420402,1
3,Kmeans,0.075735,0
3,Kmeans,0.25063,1
3,Kmeans,0.239281,2
3,Kmeans,0.526505,1
3,Kmeans,0.267289,1
3,Kmeans,0.171735,0
3,Kmeans,0.034435,0
3,Kmeans,0.483262,1
3,Kmeans,0.267988,0
